Panel_ID,Ubicacion,Latitud,Longitud,Grado_inclinacion,Temperatura_C,Humedad (%),Viento (m/s),Nubosidad (%),Eficiencia_inicial (%),Eficiencia_actual (%),Fecha_medicion,Costo_instalacion (CLP),Costo_instalacion (USD),Costo_mantenimiento (CLP),Costo_mantenimiento (USD),Produccion_energia (kWh),Vida_util (años),Incentivos_fiscales (CLP),Incentivos_fiscales (USD),Cantidad_paneles
90417,Pirque,-33.33845655921185,-70.58847981723777,38,29.21,42.46,4.919037850120135,88.86,92.47,91.25,2024-11-30,1881566,2090.628888888889,268015,111.81333333333332,4516.0,21,140818,156.46444444444444,5
24396,Chicureo,-33.42322914482722,-70.67537924590575,29,25.76,57.41,9.11441091662388,1.93,85.86,85.19,2024-12-01,1618463,1798.2922222222223,366386,94.72555555555556,3908.0,24,129270,143.63333333333333,10
23423,Colina,-33.49498088418255,-70.52750382463856,31,19.01,47.47,3.3098341151801702,51.29,80.52,79.47,2024-12-02,1134726,1260.8066666666666,404079,143.11111111111111,4095.0,24,118879,132.08777777777777,10
80419,Chicureo,-33.3360099847023,-70.82044361896901,32,28.25,36.8,7.760503864527255,79.11,91.42,90.92,2024-12-03,1333857,1482.0633333333333,176641,91.77,5614.0,22,176370,195.96666666666667,7
23450,Chicureo,-33.23639391915541,-70.61166884470754,28,30.08,42.0,5.385109690989412,46.45,87.07,84.27,2024-12-04,1034913,1149.9033333333334,315656,77.43777777777778,4743.0,26,80758,89.7311111111111,7
28555,Pirque,-33.208591707438615,-70.79055905004056,39,16.34,54.66,7.820139327153823,17.83,84.56,84.02,2024-12-05,1790146,1989.0511111111111,313817,114.36333333333332,3676.0,23,89719,99.68777777777778,5
25881,Colina,-33.46571687081212,-70.78868505621477,30,34.57,71.58,4.171953661588845,57.57,89.07,87.38,2024-12-06,1150797,1278.6633333333334,186631,151.68555555555557,4272.0,26,179228,199.14222222222224,10
32835,Chicureo,-33.406637846021475,-70.70990136754017,34,22.28,66.7,7.306650472104083,21.3,90.28,87.89,2024-12-07,1042102,1157.891111111111,392289,85.22888888888889,3767.0,21,143376,159.30666666666667,10
19887,Chicureo,-33.29847982028468,-70.52701386579835,22,29.25,49.71,6.453043346392403,31.54,93.0,89.44,2024-12-08,1315546,1461.717777777778,222991,97.46444444444444,3746.0,28,102097,113.44111111111113,9
27777,Chicureo,-33.59377894960011,-70.73516414553049,31,30.56,38.42,9.411973266095144,97.61,80.67,76.85,2024-12-09,1920857,2134.285555555556,154014,154.80555555555554,5418.0,21,114595,127.32777777777778,5
72947,Colina,-33.49170962546973,-70.6596494092208,38,25.34,63.99,5.403202582021422,29.82,83.59,82.77,2024-12-10,1454418,1616.02,423237,98.81555555555556,4614.0,23,105275,116.97222222222224,6
44498,Lampa,-33.34450770790574,-70.97158846997743,40,21.71,56.9,9.47774919828881,24.09,82.38,80.71,2024-12-11,1949869,2166.521111111111,168070,132.08333333333334,4221.0,24,117676,130.7511111111111,5
30459,Chicureo,-33.36710841222905,-70.60509310718048,31,29.61,44.6,2.317572532042353,59.7,86.38,82.09,2024-12-12,1410767,1567.5188888888888,447921,73.4811111111111,4742.0,28,129120,143.46666666666667,10
41491,Lampa,-33.29942569375834,-70.98909712252035,29,32.01,32.5,2.739088605098668,42.03,89.37,87.21,2024-12-13,1509840,1677.6,206958,107.20222222222222,3810.0,26,194864,216.51555555555555,8
53939,Batuco,-33.60293867202544,-70.80017617184883,21,34.17,45.36,6.623885491696761,80.21,82.84,81.4,2024-12-14,1075537,1195.0411111111111,232074,90.49,5897.0,27,69422,77.13555555555556,5
11560,Pirque,-33.28849669947318,-70.65695683528811,33,18.43,72.51,1.227706638889341,63.27,90.92,86.9,2024-12-15,1819422,2021.58,160729,96.03777777777778,4628.0,24,90775,100.86111111111111,6
45077,Pirque,-33.578002973002164,-70.99353216296333,29,21.82,59.55,6.854751578464475,51.06,81.75,81.61,2024-12-16,1689082,1876.7577777777776,380785,107.42333333333332,4378.0,27,149218,165.79777777777778,6
53328,Batuco,-33.583236778745416,-70.60762962725398,29,14.69,64.64,3.498779853993917,35.47,93.74,91.04,2024-12-17,1187782,1319.7577777777778,326089,99.92222222222222,4410.0,22,97326,108.14,9
99523,Chicureo,-33.508881488879744,-70.7829836031834,23,16.04,59.22,0.522584391842611,97.92,89.81,85.38,2024-12-18,1480671,1645.19,347392,165.4611111111111,3989.0,22,58991,65.54555555555555,10
90170,Colina,-33.26095113318226,-70.7033362862977,36,15.09,53.52,3.121183553905136,22.52,90.53,88.32,2024-12-19,1854280,2060.311111111111,308823,161.13444444444443,3758.0,27,164216,182.4622222222222,10
16769,Lampa,-33.46239219783893,-70.53555027927264,28,26.89,65.37,8.77811605294834,87.84,89.51,87.52,2024-12-20,1221797,1357.5522222222223,255864,120.32,3916.0,24,168516,187.24,8
91195,Batuco,-33.25434419402293,-70.89957555973832,34,33.86,64.25,8.243390164268131,25.78,85.78,84.99,2024-12-21,1338515,1487.2388888888888,359141,67.47777777777777,3795.0,21,153329,170.36555555555557,6
32484,Colina,-33.26234630571888,-70.65596058913988,31,27.72,44.89,4.181809250105965,93.59,88.89,86.27,2024-12-22,1602718,1780.7977777777778,204748,64.51777777777778,5436.0,25,170349,189.27666666666667,5
78086,Lampa,-33.44607393952108,-70.90954016534607,36,25.01,59.79,9.454383868467444,97.5,88.97,84.66,2024-12-23,1414404,1571.56,155801,129.0011111111111,4244.0,29,111906,124.34,5
93522,Lampa,-33.27031719530076,-70.74054746971775,23,23.19,71.62,5.045240098948485,34.23,80.34,78.88,2024-12-24,1190549,1322.8322222222223,300262,146.6688888888889,4107.0,24,183170,203.5222222222222,5
85937,Lampa,-33.225799025741104,-70.8957755819914,30,23.84,38.89,8.98225020015173,49.83,94.0,93.99,2024-12-25,1436418,1596.02,385362,60.86222222222222,5617.0,28,148048,164.49777777777777,5
11465,Colina,-33.32202167143797,-70.73944447183595,38,12.31,31.14,5.692838703131732,30.26,94.35,91.44,2024-12-26,1920252,2133.613333333333,179592,138.82555555555555,3065.0,23,76659,85.17666666666666,7
84269,Chicureo,-33.25450869314458,-70.67549393129627,25,26.32,67.03,5.4344103946231135,40.64,85.26,80.31,2024-12-27,1582161,1757.9566666666667,422791,61.94222222222222,3857.0,22,61707,68.56333333333333,10
65186,Pirque,-33.58159056009868,-70.7299475625976,22,27.01,45.11,6.728341487637191,29.9,93.42,92.79,2024-12-28,1489993,1655.5477777777778,289788,95.60888888888888,4204.0,24,106897,118.77444444444444,9
45997,Chicureo,-33.315533913814114,-70.80321095917199,37,23.3,64.37,4.032672343814674,16.48,81.28,77.92,2024-12-29,1595210,1772.4555555555555,369963,115.11777777777776,3843.0,24,97885,108.7611111111111,5
75163,Chicureo,-33.37855381374106,-70.9927095165478,40,24.97,47.62,8.452587069146118,52.01,81.24,76.4,2024-12-30,1549131,1721.256666666667,398710,88.24777777777778,5185.0,27,76870,85.41111111111111,7
73074,Pirque,-33.45721995215651,-70.99235317631188,33,16.47,32.07,7.229816151732317,12.64,80.76,76.95,2024-12-31,1261739,1401.9322222222222,370984,90.48,5883.0,22,161579,179.53222222222223,6
98232,Colina,-33.50627995750739,-70.6513120719715,30,20.0,56.64,6.168575992708712,3.36,84.49,80.85,2025-01-01,1917846,2130.94,482460,111.72111111111111,4894.0,23,151630,168.4777777777778,7
11126,Colina,-33.65095793932157,-70.65347167662503,27,21.45,56.02,6.641002512678357,91.14,86.11,85.32,2025-01-02,1662440,1847.155555555556,408067,143.7811111111111,5777.0,27,186277,206.9744444444445,7
23258,Lampa,-33.3602177270059,-70.99284309062968,20,33.72,38.03,9.612202211814235,9.59,86.06,84.18,2025-01-03,1235785,1373.0944444444444,414512,89.42,3983.0,25,192525,213.91666666666663,9
46865,Chicureo,-33.23649656539713,-70.51566909824025,33,24.26,47.69,8.978676152524557,94.98,94.74,89.76,2025-01-04,1134791,1260.878888888889,227575,61.71333333333333,5446.0,29,167383,185.98111111111112,9
52279,Lampa,-33.25530803916692,-70.67256287421613,32,31.2,30.48,8.937015817522706,60.26,88.56,88.3,2025-01-05,1454540,1616.1555555555556,418799,127.87444444444444,4713.0,25,113284,125.8711111111111,6
51175,Lampa,-33.48230076578522,-70.58640718899426,22,28.7,73.88,6.054950325015561,14.24,85.22,81.98,2025-01-06,1572489,1747.21,387549,63.16,5459.0,20,67355,74.83888888888889,10
20312,Colina,-33.55318801820619,-70.66423765164387,31,24.97,47.01,8.696374939470449,77.28,94.78,90.75,2025-01-07,1131200,1256.888888888889,220031,99.11222222222224,5381.0,28,80733,89.70333333333333,5
71665,Batuco,-33.688575010022184,-70.77977359770415,20,14.47,67.21,4.7343098918987945,90.24,90.23,89.67,2025-01-08,1913230,2125.811111111111,237922,103.43333333333334,3198.0,24,98448,109.38666666666668,9
62258,Batuco,-33.454293354090744,-70.98916047791876,27,27.25,64.94,0.7071968322998701,90.61,84.79,81.3,2025-01-09,1246656,1385.1733333333334,274046,150.14888888888888,4665.0,22,55805,62.00555555555555,5
80813,Batuco,-33.587423183184576,-70.8858695857896,32,28.85,40.95,3.750622605557469,63.14,85.87,81.36,2025-01-10,1818554,2020.615555555556,182097,151.46444444444444,5887.0,20,165919,184.35444444444445,7
76119,Pirque,-33.32153672261096,-70.51647070801947,21,27.37,67.7,4.863667270344271,78.68,83.76,82.92,2025-01-11,1306933,1452.1477777777775,292038,63.70222222222223,4177.0,25,80801,89.77888888888889,5
41569,Pirque,-33.52349710845944,-70.60366019283333,34,16.47,55.96,2.1593350882491213,7.52,92.82,89.19,2025-01-12,1534488,1704.986666666667,274862,144.64777777777778,5693.0,23,83801,93.11222222222224,5
97749,Pirque,-33.23425902592104,-70.80085519124373,36,17.4,76.75,0.9145511389503868,48.02,88.47,87.9,2025-01-13,1299699,1444.11,380229,163.19444444444446,4573.0,20,58526,65.02888888888889,5
95421,Chicureo,-33.318139654108464,-70.54748480147178,25,14.98,46.52,7.812371406251204,66.41,86.51,86.12,2025-01-14,1220023,1355.581111111111,268834,59.62777777777778,4355.0,20,178790,198.6555555555556,9
74355,Colina,-33.554153501469955,-70.70232574690907,26,33.21,54.33,7.057649236237621,48.37,90.48,89.06,2025-01-15,1261479,1401.6433333333334,243848,138.66444444444446,3380.0,20,193416,214.90666666666667,8
76935,Batuco,-33.520259074642155,-70.58544790047513,23,15.88,44.75,3.410795697954096,85.5,92.08,89.39,2025-01-16,1324762,1471.9577777777777,202921,91.06555555555556,4025.0,24,66065,73.40555555555555,7
35357,Lampa,-33.290015580756275,-70.62296586666199,26,28.09,74.09,5.155751162856351,65.49,83.33,81.89,2025-01-17,1802147,2002.385555555556,330798,80.86111111111111,5657.0,27,87125,96.80555555555556,7
37870,Chicureo,-33.257542111562415,-70.84378118887686,21,27.65,74.12,8.963425543309985,24.42,85.66,80.97,2025-01-18,1925139,2139.043333333333,276141,159.02,3910.0,25,158986,176.6511111111111,6
58862,Colina,-33.34426266795934,-70.83887545763429,29,17.33,62.1,8.111243331563267,97.02,87.04,83.49,2025-01-19,1311426,1457.14,331372,123.16333333333333,3502.0,29,76470,84.96666666666667,8
43259,Chicureo,-33.44227739379196,-70.89437158311686,39,22.99,58.44,6.978727535752088,16.59,86.2,81.5,2025-01-20,1664885,1849.8722222222225,434821,107.46111111111112,5944.0,22,59952,66.61333333333333,5
78367,Batuco,-33.37494400183677,-70.76036244028238,39,31.23,44.71,2.444632499820848,3.17,82.1,79.74,2025-01-21,1945535,2161.705555555556,205609,76.98777777777778,4578.0,27,188512,209.4577777777777,5
41305,Lampa,-33.20138160602459,-70.97925919293148,22,30.45,33.89,3.734277103393623,75.1,93.63,92.33,2025-01-22,1950815,2167.572222222222,377897,122.95666666666666,4563.0,23,64091,71.21222222222222,8
46056,Colina,-33.27923998591707,-70.92737019835496,38,33.29,58.46,9.807182334578338,55.81,87.79,87.32,2025-01-23,1480205,1644.6722222222222,181024,82.27555555555556,4059.0,20,132901,147.6677777777778,10
39639,Pirque,-33.35049180186336,-70.50360796691005,27,34.62,71.46,0.7567909088938463,0.57,86.36,82.29,2025-01-24,1881600,2090.6666666666665,220313,126.96666666666668,4667.0,23,113423,126.02555555555556,9
89546,Chicureo,-33.24963650409374,-70.87923080514543,34,15.81,71.63,5.108039254443031,80.78,87.33,85.13,2025-01-25,1364307,1515.8966666666668,334078,138.73555555555555,5595.0,26,62291,69.21222222222222,5
78301,Lampa,-33.27724244979895,-70.54485706830411,34,29.84,60.94,7.133965830183221,31.28,85.32,82.16,2025-01-26,1424513,1582.7922222222223,263632,137.65,5451.0,21,90807,100.89666666666666,5
55282,Colina,-33.34122366423726,-70.96637671789782,34,25.1,62.34,2.410870643918529,92.28,81.83,80.83,2025-01-27,1800167,2000.1855555555555,401451,91.42555555555556,4163.0,29,149960,166.62222222222223,9
65895,Pirque,-33.325377585604286,-70.67931070340039,29,26.94,68.43,9.916650446994126,39.72,90.01,85.43,2025-01-28,1061823,1179.8033333333333,153051,123.75,5261.0,20,60950,67.72222222222223,7
86925,Pirque,-33.229160247217884,-70.84296914027185,25,16.86,60.49,9.307196052226072,28.76,81.54,80.49,2025-01-29,1160369,1289.298888888889,329819,80.76555555555555,4250.0,26,108378,120.42,6
22904,Colina,-33.2382198150538,-70.5062668779883,33,21.13,35.91,9.46134676015276,70.62,94.87,93.58,2025-01-30,1801637,2001.818888888889,237235,130.79444444444445,5604.0,22,147090,163.43333333333334,6
70063,Lampa,-33.66316619247379,-70.79271958534348,39,23.27,36.87,4.20745153685904,55.19,81.88,79.93,2025-01-31,1476396,1640.44,347484,88.93444444444444,3981.0,27,144249,160.27666666666667,10
63800,Batuco,-33.45012657574065,-70.73169489039562,33,31.5,41.73,7.282145513949021,17.61,89.53,87.42,2025-02-01,1082378,1202.6422222222222,339407,90.72555555555556,5925.0,28,74526,82.80666666666667,10
39777,Batuco,-33.27560418516582,-70.56328615031455,23,14.09,31.66,0.616065827045188,48.23,93.84,92.82,2025-02-02,1380302,1533.668888888889,361810,132.36,3339.0,29,189699,210.77666666666667,10
35232,Lampa,-33.65744325893378,-70.63752508165116,34,24.07,67.69,0.2578796987984988,9.9,94.46,90.61,2025-02-03,1400932,1556.591111111111,353687,131.68666666666667,3807.0,26,192537,213.93,10
27841,Colina,-33.4225697673192,-70.79571815011127,25,27.2,68.04,2.122789218244965,4.35,92.29,91.65,2025-02-04,1413691,1570.7677777777778,223523,156.42333333333335,3908.0,26,70461,78.29,5
79276,Pirque,-33.490438365955185,-70.84497028563906,33,34.05,33.72,2.2103035686205152,86.82,93.39,90.86,2025-02-05,1136393,1262.658888888889,386175,73.29333333333334,3059.0,22,128527,142.80777777777777,9
58746,Lampa,-33.30840019261551,-70.73185317107554,39,28.47,75.42,4.223159726987475,45.77,82.7,78.65,2025-02-06,1900347,2111.4966666666664,244476,116.38333333333334,4593.0,23,60517,67.24111111111111,9
19267,Colina,-33.29644921136245,-70.94143441265983,31,26.85,51.69,4.4579893129676895,4.92,86.13,85.07,2025-02-07,1923249,2136.943333333333,383841,56.01888888888889,4131.0,29,77246,85.82888888888888,5
45794,Pirque,-33.39697810513169,-70.71451515020502,35,34.82,70.77,1.765071150207448,24.4,89.61,86.92,2025-02-08,1439064,1598.96,429163,152.13666666666666,4178.0,26,173609,192.89888888888888,10
62203,Chicureo,-33.64522780162628,-70.98913340391353,39,30.36,59.59,6.428994480368583,93.95,90.01,88.93,2025-02-09,1936539,2151.71,495757,162.8711111111111,5759.0,25,97507,108.3411111111111,5
80333,Batuco,-33.47416621221209,-70.56011058789777,34,16.8,40.24,6.882556228661537,32.74,93.07,91.64,2025-02-10,1901273,2112.5255555555555,372866,116.73777777777778,3615.0,26,148762,165.29111111111112,9
57365,Chicureo,-33.642983041173935,-70.63176556399743,22,22.79,66.02,8.737201623713053,78.93,81.65,79.33,2025-02-11,1483357,1648.1744444444444,236672,161.32777777777778,3208.0,26,140379,155.97666666666666,8
41082,Chicureo,-33.3579203218177,-70.66074959323802,35,27.0,59.56,9.3876580396845,18.54,89.24,89.21,2025-02-12,1529327,1699.252222222222,223847,79.55888888888889,3535.0,21,191190,212.4333333333333,5
48155,Pirque,-33.40598868965139,-70.9152186769395,36,21.16,33.15,2.292145641518225,5.34,92.5,90.38,2025-02-13,1832946,2036.6066666666663,494894,76.77444444444444,5512.0,29,134819,149.79888888888888,7
37589,Lampa,-33.54172286085313,-70.77281730897236,39,16.88,45.88,3.237420080452241,95.13,92.66,92.38,2025-02-14,1912951,2125.501111111111,360706,162.05777777777777,4908.0,27,69961,77.73444444444445,5
52533,Lampa,-33.3603014380449,-70.97319853807052,35,34.78,52.4,9.447863573885622,77.0,88.02,85.91,2025-02-15,1662236,1846.9288888888889,178251,131.19333333333333,3984.0,25,174053,193.39222222222224,6
83404,Lampa,-33.425859526072955,-70.73902152904367,39,33.94,67.77,9.016279966333045,44.78,80.96,76.09,2025-02-16,1176961,1307.7344444444443,253481,141.6822222222222,3129.0,28,100624,111.80444444444444,8
47999,Colina,-33.34151087176679,-70.71990247537019,38,24.97,77.78,9.30292489062352,76.12,80.86,77.09,2025-02-17,1996431,2218.2566666666667,175945,58.78666666666667,4915.0,28,84821,94.24555555555555,9
35786,Batuco,-33.58420369949447,-70.86373076438774,20,23.01,44.99,1.5345745220791052,14.41,87.87,83.07,2025-02-18,1710043,1900.0477777777776,182217,111.53111111111112,3853.0,24,52878,58.75333333333333,5
65429,Pirque,-33.64053172622258,-70.71855897780391,34,25.14,69.98,2.403739718139123,23.12,83.56,83.48,2025-02-19,1002162,1113.513333333333,158308,96.71777777777778,5342.0,25,159591,177.32333333333332,8
25260,Batuco,-33.616286243974145,-70.98273411869282,35,27.9,30.28,1.307072064899446,10.57,82.22,81.06,2025-02-20,1273486,1414.9844444444443,418093,71.41888888888889,3132.0,23,58407,64.89666666666666,10
54923,Lampa,-33.59441935329803,-70.66454807118795,31,12.0,74.27,1.3713552141582963,84.48,83.9,82.03,2025-02-21,1046036,1162.262222222222,333062,75.28888888888889,4714.0,24,78361,87.06777777777778,6
63969,Batuco,-33.69112580476654,-70.58859607915208,22,19.88,68.34,9.359996966433105,31.76,87.17,86.87,2025-02-22,1237179,1374.6433333333334,370552,147.90333333333334,3718.0,27,174758,194.17555555555555,9
60756,Batuco,-33.50372419194966,-70.6714766488452,23,23.11,64.58,4.414142406077941,9.63,89.54,85.56,2025-02-23,1281256,1423.6177777777775,250235,155.15,4315.0,20,174847,194.27444444444444,7
83851,Batuco,-33.3450964304058,-70.695094640028,36,20.7,71.16,4.99480267925721,91.62,89.26,86.32,2025-02-24,1423113,1581.236666666667,224740,112.57444444444444,4234.0,20,106319,118.13222222222224,5
93843,Batuco,-33.338615194019155,-70.53874663570403,33,19.51,31.24,4.822753730215549,3.89,87.89,85.64,2025-02-25,1417701,1575.2233333333334,478761,85.52666666666667,4456.0,27,182288,202.54222222222225,7
12377,Colina,-33.31499547798858,-70.53777559321487,28,14.39,64.59,6.625668047624909,49.56,90.35,86.51,2025-02-26,1908248,2120.2755555555555,375913,71.8711111111111,4804.0,20,142768,158.63111111111112,6
16256,Batuco,-33.45607224524516,-70.94264423471196,25,16.17,75.35,2.697163478058322,82.28,91.62,88.54,2025-02-27,1656621,1840.69,429040,152.55555555555554,4438.0,29,79634,88.48222222222222,6
72724,Pirque,-33.37814069299804,-70.60005581343768,32,13.76,65.27,9.092562772446728,61.99,94.95,94.26,2025-02-28,1084834,1205.371111111111,327247,72.73666666666666,5158.0,29,163161,181.29,7
26592,Colina,-33.314953846448155,-70.73417953399675,40,24.7,76.79,7.00404454475506,45.15,92.0,89.94,2025-03-01,1949357,2165.952222222222,288877,109.50555555555556,5413.0,22,130652,145.1688888888889,10
21572,Colina,-33.54552176437178,-70.55213624696417,40,21.79,40.41,9.823827964003366,47.58,92.49,87.54,2025-03-02,1285549,1428.3877777777775,155237,165.9477777777778,4527.0,27,167510,186.12222222222223,9
49537,Colina,-33.235428175260026,-70.94939090979733,23,11.23,77.18,1.767204939077851,2.23,90.95,89.4,2025-03-03,1365568,1517.2977777777778,170056,120.77888888888889,4474.0,22,96107,106.78555555555556,7
41677,Chicureo,-33.28706124721566,-70.98988566563722,26,13.7,55.1,6.82223487993628,73.65,85.04,84.86,2025-03-04,1973765,2193.072222222222,326615,116.33333333333331,5240.0,26,78686,87.42888888888889,6
74448,Lampa,-33.31388836333067,-70.59627634022095,31,26.26,37.09,4.736256498613233,76.36,84.11,83.33,2025-03-05,1585274,1761.4155555555556,337628,68.52222222222223,4740.0,21,121866,135.40666666666667,9
66016,Chicureo,-33.585562802428015,-70.68281563199183,24,17.2,77.82,1.87356288113432,19.33,94.56,92.1,2025-03-06,1388300,1542.5555555555557,264548,100.82222222222222,4916.0,28,58871,65.41222222222223,6
36971,Lampa,-33.432380075695406,-70.83308283410724,40,33.6,63.95,9.443611423897265,24.0,87.47,86.04,2025-03-07,1086103,1206.7811111111112,284415,68.7688888888889,5848.0,22,90829,100.92111111111112,10
73727,Lampa,-33.666831077007394,-70.50703769101796,20,33.89,36.17,1.357846381735491,55.03,87.67,84.37,2025-03-08,1636464,1818.2933333333333,179375,120.59666666666666,4691.0,23,87406,97.11777777777776,6
34300,Lampa,-33.44419979522564,-70.51353287746257,29,32.2,58.44,2.661142477447286,91.44,81.51,80.19,2025-03-09,1193122,1325.691111111111,290734,98.1288888888889,4333.0,28,102897,114.33,6
59889,Pirque,-33.469454285958285,-70.50187710755316,28,30.44,30.15,0.8240206474221434,15.81,84.64,82.24,2025-03-10,1316735,1463.0388888888888,166964,133.46,5019.0,27,193457,214.95222222222225,6
50834,Pirque,-33.59117917017333,-70.73113059568752,38,33.03,34.22,9.04480290569969,69.06,81.18,80.75,2025-03-11,1683417,1870.463333333333,263429,56.28777777777778,5822.0,22,134690,149.65555555555557,5
47173,Lampa,-33.413178345382725,-70.52969257788195,37,14.78,57.09,9.156049439723914,78.12,94.91,90.24,2025-03-12,1498084,1664.5377777777778,402764,66.28666666666666,3455.0,27,99255,110.28333333333332,5
40281,Colina,-33.5917177816682,-70.6349835900688,20,24.24,68.86,7.321448971411191,27.33,93.71,91.86,2025-03-13,1797176,1996.8622222222225,340710,84.44333333333333,4346.0,28,183211,203.5677777777778,8
26901,Chicureo,-33.30916591083501,-70.69511065650424,31,29.64,63.97,6.448275097861296,34.71,89.75,85.29,2025-03-14,1166716,1296.351111111111,366139,121.95333333333332,3380.0,28,196480,218.3111111111111,10
85799,Chicureo,-33.24604096881163,-70.71738471930139,29,15.43,30.13,4.590258981780072,66.18,87.8,85.0,2025-03-15,1432589,1591.7655555555557,217215,130.48444444444445,5650.0,29,59981,66.64555555555556,9
81973,Colina,-33.68640998561975,-70.88873943947355,20,32.35,57.76,0.1268742908793996,68.34,88.79,85.2,2025-03-16,1395350,1550.388888888889,481186,148.04666666666665,5463.0,27,52529,58.36555555555555,6
83619,Pirque,-33.31947404377677,-70.95705906950222,32,26.4,42.03,8.630140747925507,36.76,88.47,83.9,2025-03-17,1277670,1419.6333333333334,294356,157.60777777777778,5918.0,27,78214,86.90444444444445,8
96442,Pirque,-33.517374855359634,-70.88567001264067,29,27.06,37.02,6.365807681536069,93.79,94.53,91.8,2025-03-18,1930115,2144.572222222222,353861,66.58777777777777,4223.0,21,199718,221.9088888888889,6
56825,Colina,-33.39628147026403,-70.54681609119044,25,19.13,48.86,0.6015347411283944,27.77,92.2,88.1,2025-03-19,1097736,1219.7066666666667,159435,136.4488888888889,5448.0,26,172818,192.02,6
17785,Chicureo,-33.68548895258211,-70.66491506640692,21,25.25,35.86,8.608922072096126,73.64,83.79,80.06,2025-03-20,1855081,2061.201111111111,325150,122.07666666666668,5035.0,21,153892,170.9911111111111,7
96033,Chicureo,-33.572646795676945,-70.93248687131066,39,21.66,53.23,8.31921762975504,44.92,94.91,94.21,2025-03-21,1078162,1197.9577777777777,490976,59.196666666666665,3920.0,25,142940,158.82222222222222,8
80966,Lampa,-33.38914903235739,-70.5251657372353,33,21.08,75.73,3.565015841956587,96.34,88.12,87.91,2025-03-22,1244342,1382.6022222222225,201293,68.82888888888888,5748.0,25,78180,86.86666666666666,9
35422,Batuco,-33.39168131556018,-70.8606902071932,40,33.32,37.91,5.570010504927467,9.78,81.22,76.54,2025-03-23,1122066,1246.74,228781,72.17111111111112,5376.0,25,195758,217.5088888888889,8
80777,Colina,-33.27288447388555,-70.88495182387673,26,33.23,54.53,7.218353996932876,28.8,85.28,83.95,2025-03-24,1935080,2150.088888888889,341475,68.49222222222222,5227.0,28,190304,211.4488888888889,6
41996,Chicureo,-33.431561768470594,-70.51156261879012,32,30.21,56.84,0.2737707976434167,1.36,94.73,93.01,2025-03-25,1414654,1571.8377777777778,310196,123.15777777777778,5591.0,26,136696,151.88444444444443,7
75416,Chicureo,-33.62558443969159,-70.51725553509002,37,26.42,76.24,3.9302254496739417,89.43,92.27,92.04,2025-03-26,1581001,1756.6677777777777,376507,125.62555555555556,5380.0,26,165003,183.33666666666667,8
37753,Chicureo,-33.586906087535176,-70.97454249326906,40,18.47,44.65,2.5893958789824145,85.06,82.94,79.82,2025-03-27,1568618,1742.908888888889,456063,138.10222222222222,3929.0,29,51645,57.38333333333333,8
16465,Chicureo,-33.29514315871211,-70.93602993119835,40,23.1,44.76,5.451551476489662,76.37,88.18,85.03,2025-03-28,1062699,1180.7766666666666,389833,134.13555555555556,3539.0,21,101850,113.16666666666669,10
17713,Chicureo,-33.241396204254954,-70.67908192843633,24,15.59,33.22,0.993739665118032,89.9,84.64,82.01,2025-03-29,1638819,1820.91,402377,139.17888888888888,3277.0,21,58384,64.8711111111111,6
99858,Batuco,-33.509709503350805,-70.82321870055895,23,26.66,43.2,5.077045019899059,35.8,92.09,91.54,2025-03-30,1086871,1207.6344444444444,316319,163.4911111111111,4564.0,23,117323,130.35888888888888,10
91465,Chicureo,-33.2842378770824,-70.71736573069553,24,21.87,67.11,5.113764720638171,56.12,89.44,85.17,2025-03-31,1463475,1626.0833333333333,271172,76.61666666666666,5462.0,24,116643,129.60333333333332,10
78050,Pirque,-33.57119319481992,-70.8855650489979,30,24.69,51.41,1.097978220691429,8.06,80.77,76.57,2025-04-01,1356608,1507.3422222222223,468717,84.67111111111112,5339.0,24,93097,103.44111111111113,5
71093,Lampa,-33.40725493893502,-70.95364694387958,32,14.67,46.07,0.0406630787163431,12.01,85.4,83.61,2025-04-02,1433614,1592.9044444444444,209101,55.83555555555556,4654.0,26,177171,196.85666666666663,8
40152,Pirque,-33.470759895897245,-70.84803985915967,32,33.3,46.36,6.725833056176452,28.64,92.3,89.6,2025-04-03,1308970,1454.411111111111,438790,122.99444444444444,3996.0,21,72938,81.04222222222222,9
14813,Pirque,-33.50032021158617,-70.62755017659886,22,23.94,53.35,7.217390489523624,57.21,81.35,79.27,2025-04-04,1817141,2019.045555555556,173049,74.61444444444444,3196.0,28,151590,168.43333333333334,9
20776,Lampa,-33.55255555786523,-70.77554862197694,22,34.68,41.33,2.9087201355061145,60.2,84.0,82.64,2025-04-05,1239454,1377.171111111111,360677,134.9011111111111,5860.0,26,87798,97.55333333333331,10
76827,Batuco,-33.55560907072441,-70.61570461764899,40,18.71,44.36,1.7466323637376668,27.49,91.32,87.04,2025-04-06,1419823,1577.581111111111,218385,123.94111111111113,4522.0,22,160524,178.36,6
93834,Chicureo,-33.37429307024841,-70.60995834035374,34,15.76,46.26,6.296542946342845,56.6,93.5,90.43,2025-04-07,1415288,1572.5422222222223,276131,94.36111111111111,4015.0,27,150812,167.5688888888889,10
41615,Colina,-33.38951882296032,-70.77834912796187,24,22.18,67.74,7.400307533446792,19.26,87.01,83.62,2025-04-08,1420368,1578.1866666666667,346489,125.47888888888887,5479.0,20,133649,148.4988888888889,9
